record_type,port_path,status,classification,priority,sha1,sha256,reference_count,original_paths,notes,width,height,mode,bit_depth_estimate,has_alpha,alpha_min,alpha_max,transparent_pixels,partial_alpha_pixels,parse,frametime,interpolate,explicit_frames,frame_spec
PORT,misc/r_eldritchmajor.png,MATCH,EXACT_TC4_COPY,P2,6c4c40679b7b161fe5f6e7465c25c8b1f33d75d9,77b1ee3da7c8f1f529c2256022f5b3b7a179997e8d5b9af7305ecd616c8a6722,6,textures/misc/r_eldritchmajor.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,45,931,,,,,
PORT,misc/r_eldritchminor.png,MATCH,EXACT_TC4_COPY,P2,d7ad2a16836d538614c61f0926ccdbb12c14c6ba,d9e700223a4eb573df7242fd434a3b1be19faf75b6d4326a03c87e694160108b,6,textures/misc/r_eldritchminor.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,45,967,,,,,
PORT,misc/r_enchant.png,MATCH,EXACT_TC4_COPY,P2,681ee70b7d6d7b5db9dc6ceefba530849894ad7d,dc07002abee26c44e7de4385de034fdd5c99fa3fc76b062d04473dc1240bf329,11,textures/misc/r_enchant.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,236,20,1004,,,,,
PORT,misc/r_golemancy.png,MATCH,EXACT_TC4_COPY,P2,f26f4de6bd11f299c24493ad9e334f5c5f257e48,d32c9dd3302b378f9673bf4611c62077be197606e6e049416c0484ca6c4c6124,6,textures/misc/r_golemancy.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,85,443,,,,,
PORT,misc/r_infernalfurnace.png,MATCH,EXACT_TC4_COPY,P2,62b6ff6bac5496d217dfdc53890878636c00ec87,d9483042f666a9f62f284a9d8b8611cc4a7dc26f732864ffaa08d74e60a68b79,6,textures/misc/r_infernalfurnace.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,124,0,,,,,
PORT,misc/r_mask0.png,MATCH,EXACT_TC4_COPY,P2,3e6f1dd42d5dd555fe6c3ddc9905e8cc0f4810ee,0b67fe39c41822598f01c89098da5852fc931c711d22fd5347defa3dec24c8a1,6,textures/misc/r_mask0.png,Byte-exact copy of an original TC4 asset.,16,16,RGBA,32,True,0,255,102,0,,,,,
PORT,misc/r_mask1.png,MATCH,EXACT_TC4_COPY,P2,b2ec02eafd545ca216110acf9c3de942f4974e00,e9c3f14e32cdd298523f5dda4baff7785a0386be62c62b577f186e5f12511cf0,6,textures/misc/r_mask1.png,Byte-exact copy of an original TC4 asset.,16,16,RGBA,32,True,0,255,102,0,,,,,
PORT,misc/r_mask2.png,MATCH,EXACT_TC4_COPY,P2,ca1d44a3ee7f22751df9e1bf37834318247a030d,c1a0523e3666b779251d9e4dbf6d4e98c9c56550b84fe1fa7d22b2166471f20e,6,textures/misc/r_mask2.png,Byte-exact copy of an original TC4 asset.,16,16,RGBA,32,True,0,255,104,0,,,,,
PORT,misc/r_nodepreserve.png,MATCH,EXACT_TC4_COPY,P0,4e58b3db2ebe67b0958bcf7a89bf5925219a7ea8,f637dc723f431fe9659dec8607c8dbfbb81c3e13e0d7bd3a02ea652986ad00f6,6,textures/misc/r_nodepreserve.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,12,254,0,1024,,,,,
PORT,misc/r_nodes.png,MATCH,EXACT_TC4_COPY,P0,5af33eb20fcad97bbbc4d8860630dd5e66526700,1a0e073ab47f5d74480690f1097e70d7354c25f3a3c81320faba989111d8f0a5,6,textures/misc/r_nodes.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,57,793,,,,,
PORT,misc/r_nodes_2.png,MATCH,EXACT_TC4_COPY,P0,211fe98754462022a6e937fcac493b0b17def848,8f1b937a19f9c2f8c573bb1bfc5cc2dfabb808d1b5a546a657975102c0517e2b,6,textures/misc/r_nodes_2.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,57,793,,,,,
PORT,misc/r_nodetap1.png,MATCH,EXACT_TC4_COPY,P0,f7686cc7d9150a26a8cf9dbfb79fa1627e95dff8,d8ccda53b2ad730b8603876da50a625ad44ea042c8468fe1c35994038232ebd9,6,textures/misc/r_nodetap1.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,252,411,613,,,,,
PORT,misc/r_nodetap2.png,MATCH,EXACT_TC4_COPY,P0,f9ac3554816d4a5536f6cb60cb4867368b58e4eb,a2d4d51e3d90d2579d106bce49edeb2d320268378c8ced0e71ab5ad015d9a369,6,textures/misc/r_nodetap2.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,9,1011,,,,,
PORT,misc/r_outer.png,MATCH,EXACT_TC4_COPY,P2,e6544bcf78d4bcd9e7da41fde67cc55cebbd2da9,293fc96e7645539f6606b687f06a33f53cbd3204025301ee68f1631dde4e5d02,6,textures/misc/r_outer.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,163,670,,,,,
PORT,misc/r_outerrev.png,MATCH,EXACT_TC4_COPY,P2,d9b5e477555f050437ae28be3891d1f05532267d,433d5ea35fc383fc694a18fdee802da6cc34364b11ae3c229b97810469b0ef8e,6,textures/misc/r_outerrev.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,212,383,,,,,
PORT,misc/r_pech.png,MATCH,EXACT_TC4_COPY,P2,57ddbdec98bccc43ad2d7a5513acd9f778104da9,bfbcd20d267d9638f35b4cc11a040d8c7d08a7005d8eecbf9d1a992eaa9f71f5,6,textures/misc/r_pech.png,Byte-exact copy of an original TC4 asset.,16,16,RGBA,32,True,0,255,18,128,,,,,
PORT,misc/r_resdupe.png,MATCH,EXACT_TC4_COPY,P2,526be99a4048af1667255811b4f14ca6e904bcb2,fbdc11db3fc8a998f197ada9348c4b832d21e2e5cfac2eec6e0deaabd006c369,6,textures/misc/r_resdupe.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,641,42,,,,,
PORT,misc/r_researcher1.png,MATCH,EXACT_TC4_COPY,P2,cb476fa080db8b4c05bf74e18bbe6b4b4e84f2a6,01c9ff1bed742fd0d1a89061116f7784756fdc00f1729cdee83ccc379b0382af,6,textures/misc/r_researcher1.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,363,628,,,,,
PORT,misc/r_researcher2.png,MATCH,EXACT_TC4_COPY,P2,70f21ce70ac078e322eab68d85241e85e89f626f,f76f4bbc7cbbe2fffac5200d8b9a2dfc740071b9172cca236d72df2c6f20bd85,6,textures/misc/r_researcher2.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,72,842,,,,,
PORT,misc/r_runicupg.png,MATCH,EXACT_TC4_COPY,P2,270d6a338e43fe484ace4fb7391a03695d6c2a36,582ce0c20de107955651b53f5a251340b416aecef57fed91f7c5872c2631af5c,6,textures/misc/r_runicupg.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,26,255,0,1005,,,,,
PORT,misc/r_thaumaturgy.png,MATCH,EXACT_TC4_COPY,P2,dafe1d95165011f1545ba538fef435a35f47443c,1c4d90aef8dca2ba43d72c8c2374e8ba5b254ab2f90dbe88a7b7f98a1a105c0f,6,textures/misc/r_thaumaturgy.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,198,685,,,,,
PORT,misc/r_warp.png,MATCH,EXACT_TC4_COPY,P2,51a79b6f9d02cc80b4d4824decfcf7dc045bd526,e1c49cddffaff18d62ef06ce3052c40435f47c9de161cedfb62d4975d313bb42,6,textures/misc/r_warp.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,252,170,854,,,,,
PORT,misc/radial.png,MATCH,EXACT_TC4_COPY,P2,4340f62b3b6f4ee7e94a16801825741a2ffd75f2,07d379a3e754ed351b633bcd70649a465bbc9e1864c001d9886540d4a89c0d2d,1,textures/misc/radial.png,Byte-exact copy of an original TC4 asset.,256,256,RGBA,32,True,0,255,25813,39314,,,,,
PORT,misc/radial2.png,MATCH,EXACT_TC4_COPY,P2,384f1afeae8abdef5cdd8b7c7d2ccf5f99fbc3d5,931d88b76ff06276740628c956ac58e7f6d229e529b4f0862d474ecc98fadc61,1,textures/misc/radial2.png,Byte-exact copy of an original TC4 asset.,256,256,RGBA,32,True,0,255,24738,39957,,,,,
PORT,misc/research1.png,MATCH,EXACT_TC4_COPY,P2,5ca38c29f8c3a6cf293e9d7499675836e0898e19,604a6afb2e6dbbb9845a2a7826b6abf57e53c8d46520e63c8b28265a0dc8df92,97,textures/misc/research1.png,Byte-exact copy of an original TC4 asset.,256,256,RGBA,32,True,0,255,11972,6222,,,,,
PORT,misc/research2.png,MATCH,EXACT_TC4_COPY,P2,afb4ed5f58ad643c8ba4e79440ce3bfba7db50b3,1685c9b5a9fb9bb2d2bded0d2ab08beb4de12d408017de1e9457fc06100e9144,101,textures/misc/research2.png,Byte-exact copy of an original TC4 asset.,256,256,RGBA,32,True,0,255,5396,15293,,,,,
PORT,misc/research3.png,MATCH,EXACT_TC4_COPY,P2,a3d4773521f8f7abde2c0ed648bafa173324deb1,c3cafd23c4047d6348f98436810038004c348c144346c311d88e9b741c605ff2,197,textures/misc/research3.png,Byte-exact copy of an original TC4 asset.,256,256,RGBA,32,True,0,255,17602,5366,,,,,
PORT,misc/research4.png,MATCH,EXACT_TC4_COPY,P2,e82b8ef2a3ca61fd22a362e0a37170bd2a42b6e3,61d535a192fa96641593d39c086ae18eaa03b31a3b28a9e40c251fae55dbb795,193,textures/misc/research4.png,Byte-exact copy of an original TC4 asset.,256,256,RGBA,32,True,0,255,3403,5260,,,,,
PORT,misc/research5.png,MATCH,EXACT_TC4_COPY,P2,efd74dce6fe171a626a2feaaff6db47d5b4310af,d682848901b1d47d1b41978cc883a5b7491c59821a34206db3678a38d67cf472,193,textures/misc/research5.png,Byte-exact copy of an original TC4 asset.,256,256,RGBA,32,True,0,255,4587,6062,,,,,
PORT,misc/script.png,MATCH,EXACT_TC4_COPY,P2,8fe0716790dce8278582c60dc4429c4c3952f21b,c46d5c8648cf1415216a78d7144c702e4dfacf3ce4f00a7998c7823d44c11c98,1,textures/misc/script.png,Byte-exact copy of an original TC4 asset.,256,16,RGBA,32,True,0,255,2638,1434,,,,,
PORT,misc/script.png.mcmeta,MATCH,EXACT_TC4_COPY,P2,50b59d0bef19cabe5ba5fd2b23696ea32d2f82b9,8528aed6c0862de0cfd75d59908320e573b9f06393441dd605058605defd43ad,1,textures/misc/home.png.mcmeta | textures/misc/mark.png.mcmeta | textures/misc/nodes.png.mcmeta | textures/misc/particlefield.png.mcmeta | textures/misc/particles.png.mcmeta | textures/misc/particles2.png.mcmeta | textures/misc/script.png.mcmeta | textures/misc/vortex.png.mcmeta | textures/misc/wisp.png.mcmeta | textures/misc/wispy.png.mcmeta | textures/models/hemis1.png.mcmeta | textures/models/hemis10.png.mcmeta | textures/models/hemis11.png.mcmeta | textures/models/hemis12.png.mcmeta | textures/models/hemis13.png.mcmeta | textures/models/hemis14.png.mcmeta | textures/models/hemis15.png.mcmeta | textures/models/hemis2.png.mcmeta | textures/models/hemis3.png.mcmeta | textures/models/hemis4.png.mcmeta | textures/models/hemis5.png.mcmeta | textures/models/hemis6.png.mcmeta | textures/models/hemis7.png.mcmeta | textures/models/hemis8.png.mcmeta | textures/models/hemis9.png.mcmeta | textures/models/ripple.png.mcmeta | textures/models/ripple1.png.mcmeta | textures/models/ripple10.png.mcmeta | textures/models/ripple11.png.mcmeta | textures/models/ripple12.png.mcmeta | textures/models/ripple13.png.mcmeta | textures/models/ripple14.png.mcmeta | textures/models/ripple15.png.mcmeta | textures/models/ripple2.png.mcmeta | textures/models/ripple3.png.mcmeta | textures/models/ripple4.png.mcmeta | textures/models/ripple5.png.mcmeta | textures/models/ripple6.png.mcmeta | textures/models/ripple7.png.mcmeta | textures/models/ripple8.png.mcmeta | textures/models/ripple9.png.mcmeta | textures/models/scanscreen.png.mcmeta,Byte-exact copy of an original TC4 asset.,,,,,,,,,,OK,1,False,0,[]
PORT,misc/tunnel.png,MATCH,EXACT_TC4_COPY,P2,7b739cc40239539680433ace30f50e70ac45e6c3,e003b525a039e51d19dc8542994ad102363637363a7d1ab9f899ce42235b3182,1,textures/misc/tunnel.png,Byte-exact copy of an original TC4 asset.,64,64,RGB,24,False,255,255,0,0,,,,,
PORT,misc/vignette.png,MATCH,EXACT_TC4_COPY,P2,66ad946efc2498f82cb090c543ea08e936502f50,eda68277648762f5c7aa54c882ff513e963c9156cfb8a1f03dd90155722dda25,1,textures/misc/vignette.png,Byte-exact copy of an original TC4 asset.,256,256,RGB,24,False,255,255,0,0,,,,,
PORT,misc/vignette.png.mcmeta,MATCH,EXACT_TC4_COPY,P2,1490e1a84a95e965c4fac6ac482e98ce7ba06af7,14972e242987e4be84336806bc1f08e61480110a1668718688def1be06787f1b,1,textures/misc/vignette.png.mcmeta,Byte-exact copy of an original TC4 asset.,,,,,,,,,,OK,1,False,0,[]
PORT,misc/vortex.png,MATCH,EXACT_TC4_COPY,P2,a27c1a02a76727b80d36ae91c1ce8ad8252d756b,7c94144a1ffdafe72e8feec17a872c4de32da327e1922b3ebafbbbf9e7aa2429,1,textures/misc/vortex.png,Byte-exact copy of an original TC4 asset.,256,256,RGBA,32,True,0,255,14642,50609,,,,,
PORT,misc/vortex.png.mcmeta,MATCH,EXACT_TC4_COPY,P2,50b59d0bef19cabe5ba5fd2b23696ea32d2f82b9,8528aed6c0862de0cfd75d59908320e573b9f06393441dd605058605defd43ad,1,textures/misc/home.png.mcmeta | textures/misc/mark.png.mcmeta | textures/misc/nodes.png.mcmeta | textures/misc/particlefield.png.mcmeta | textures/misc/particles.png.mcmeta | textures/misc/particles2.png.mcmeta | textures/misc/script.png.mcmeta | textures/misc/vortex.png.mcmeta | textures/misc/wisp.png.mcmeta | textures/misc/wispy.png.mcmeta | textures/models/hemis1.png.mcmeta | textures/models/hemis10.png.mcmeta | textures/models/hemis11.png.mcmeta | textures/models/hemis12.png.mcmeta | textures/models/hemis13.png.mcmeta | textures/models/hemis14.png.mcmeta | textures/models/hemis15.png.mcmeta | textures/models/hemis2.png.mcmeta | textures/models/hemis3.png.mcmeta | textures/models/hemis4.png.mcmeta | textures/models/hemis5.png.mcmeta | textures/models/hemis6.png.mcmeta | textures/models/hemis7.png.mcmeta | textures/models/hemis8.png.mcmeta | textures/models/hemis9.png.mcmeta | textures/models/ripple.png.mcmeta | textures/models/ripple1.png.mcmeta | textures/models/ripple10.png.mcmeta | textures/models/ripple11.png.mcmeta | textures/models/ripple12.png.mcmeta | textures/models/ripple13.png.mcmeta | textures/models/ripple14.png.mcmeta | textures/models/ripple15.png.mcmeta | textures/models/ripple2.png.mcmeta | textures/models/ripple3.png.mcmeta | textures/models/ripple4.png.mcmeta | textures/models/ripple5.png.mcmeta | textures/models/ripple6.png.mcmeta | textures/models/ripple7.png.mcmeta | textures/models/ripple8.png.mcmeta | textures/models/ripple9.png.mcmeta | textures/models/scanscreen.png.mcmeta,Byte-exact copy of an original TC4 asset.,,,,,,,,,,OK,1,False,0,[]
PORT,misc/wisp.png,MATCH,EXACT_TC4_COPY,P2,c2eca6cb6fe4a78c0cdac546b6f2e09d94a3d3a8,d211675284b73d8a380335fff34794a500b0401924cd91fa053f9eaeaa35f0ed,2,textures/misc/wisp.png,Byte-exact copy of an original TC4 asset.,256,256,RGBA,32,True,0,255,1251,58961,,,,,
PORT,misc/wisp.png.mcmeta,MATCH,EXACT_TC4_COPY,P2,50b59d0bef19cabe5ba5fd2b23696ea32d2f82b9,8528aed6c0862de0cfd75d59908320e573b9f06393441dd605058605defd43ad,1,textures/misc/home.png.mcmeta | textures/misc/mark.png.mcmeta | textures/misc/nodes.png.mcmeta | textures/misc/particlefield.png.mcmeta | textures/misc/particles.png.mcmeta | textures/misc/particles2.png.mcmeta | textures/misc/script.png.mcmeta | textures/misc/vortex.png.mcmeta | textures/misc/wisp.png.mcmeta | textures/misc/wispy.png.mcmeta | textures/models/hemis1.png.mcmeta | textures/models/hemis10.png.mcmeta | textures/models/hemis11.png.mcmeta | textures/models/hemis12.png.mcmeta | textures/models/hemis13.png.mcmeta | textures/models/hemis14.png.mcmeta | textures/models/hemis15.png.mcmeta | textures/models/hemis2.png.mcmeta | textures/models/hemis3.png.mcmeta | textures/models/hemis4.png.mcmeta | textures/models/hemis5.png.mcmeta | textures/models/hemis6.png.mcmeta | textures/models/hemis7.png.mcmeta | textures/models/hemis8.png.mcmeta | textures/models/hemis9.png.mcmeta | textures/models/ripple.png.mcmeta | textures/models/ripple1.png.mcmeta | textures/models/ripple10.png.mcmeta | textures/models/ripple11.png.mcmeta | textures/models/ripple12.png.mcmeta | textures/models/ripple13.png.mcmeta | textures/models/ripple14.png.mcmeta | textures/models/ripple15.png.mcmeta | textures/models/ripple2.png.mcmeta | textures/models/ripple3.png.mcmeta | textures/models/ripple4.png.mcmeta | textures/models/ripple5.png.mcmeta | textures/models/ripple6.png.mcmeta | textures/models/ripple7.png.mcmeta | textures/models/ripple8.png.mcmeta | textures/models/ripple9.png.mcmeta | textures/models/scanscreen.png.mcmeta,Byte-exact copy of an original TC4 asset.,,,,,,,,,,OK,1,False,0,[]
PORT,misc/wispy.png,MATCH,EXACT_TC4_COPY,P2,ee9924f20af52536c564ab8ba0895bf2f9fdcbc0,da4ff953f2a8bc67ce006efd4731eccd0b6573cf2e9b233cfb0ac073be50dca3,2,textures/misc/wispy.png,Byte-exact copy of an original TC4 asset.,512,128,RGBA,32,True,0,255,34915,30339,,,,,
PORT,misc/wispy.png.mcmeta,MATCH,EXACT_TC4_COPY,P2,50b59d0bef19cabe5ba5fd2b23696ea32d2f82b9,8528aed6c0862de0cfd75d59908320e573b9f06393441dd605058605defd43ad,1,textures/misc/home.png.mcmeta | textures/misc/mark.png.mcmeta | textures/misc/nodes.png.mcmeta | textures/misc/particlefield.png.mcmeta | textures/misc/particles.png.mcmeta | textures/misc/particles2.png.mcmeta | textures/misc/script.png.mcmeta | textures/misc/vortex.png.mcmeta | textures/misc/wisp.png.mcmeta | textures/misc/wispy.png.mcmeta | textures/models/hemis1.png.mcmeta | textures/models/hemis10.png.mcmeta | textures/models/hemis11.png.mcmeta | textures/models/hemis12.png.mcmeta | textures/models/hemis13.png.mcmeta | textures/models/hemis14.png.mcmeta | textures/models/hemis15.png.mcmeta | textures/models/hemis2.png.mcmeta | textures/models/hemis3.png.mcmeta | textures/models/hemis4.png.mcmeta | textures/models/hemis5.png.mcmeta | textures/models/hemis6.png.mcmeta | textures/models/hemis7.png.mcmeta | textures/models/hemis8.png.mcmeta | textures/models/hemis9.png.mcmeta | textures/models/ripple.png.mcmeta | textures/models/ripple1.png.mcmeta | textures/models/ripple10.png.mcmeta | textures/models/ripple11.png.mcmeta | textures/models/ripple12.png.mcmeta | textures/models/ripple13.png.mcmeta | textures/models/ripple14.png.mcmeta | textures/models/ripple15.png.mcmeta | textures/models/ripple2.png.mcmeta | textures/models/ripple3.png.mcmeta | textures/models/ripple4.png.mcmeta | textures/models/ripple5.png.mcmeta | textures/models/ripple6.png.mcmeta | textures/models/ripple7.png.mcmeta | textures/models/ripple8.png.mcmeta | textures/models/ripple9.png.mcmeta | textures/models/scanscreen.png.mcmeta,Byte-exact copy of an original TC4 asset.,,,,,,,,,,OK,1,False,0,[]
PORT,mob_effect/blurred_vision.png,EXTRA,ADAPTED_OR_NEW,P1,4f60c4a7765e4f228e241b982cfe4be614a77793,30a977bac0cda18930ba7b6439f9d76d603ae9cf80fe7fdb88f2f8ac2e52d93b,0,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",18,18,RGBA,32,True,0,255,196,0,,,,,
PORT,mob_effect/death_gaze.png,EXTRA,ADAPTED_OR_NEW,P1,62b8c6928314f4f31f7cd0e59799044af4cf8d82,727e3a5276bf4d56749ae22321e74e8d6f38549a0380ea12de4b431d0dfb58e4,0,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",18,18,RGBA,32,True,0,255,196,0,,,,,
PORT,mob_effect/infectious_vis_exhaust.png,EXTRA,ADAPTED_OR_NEW,P1,d10cca7b7b1c45028281ee54860d2388aa739066,179bcf157a28dbe0a370416dcb051229b85171a9ae12f7a9c936445d2faff224,0,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",18,18,RGBA,32,True,0,255,192,0,,,,,
PORT,mob_effect/sun_scorned.png,EXTRA,ADAPTED_OR_NEW,P1,51a0f8ed79c536658e3bdd4ac477e1138b99405f,f5cacb46112c85cd4e66da0e027a24d921a1c65440d14fdc764048bbadfb9ff7,0,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",18,18,RGBA,32,True,0,255,162,14,,,,,
PORT,mob_effect/thaumarhia.png,EXTRA,ADAPTED_OR_NEW,P1,919e4484e2308a7895a15967a9c386f144dccbf4,616ab3cc015d7bcfe87fb8c9ce7ad108bd16cfdc3dfe852fabd659d24ec5dc68,0,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",18,18,RGBA,32,True,0,255,178,0,,,,,
PORT,mob_effect/unnatural_hunger.png,EXTRA,ADAPTED_OR_NEW,P1,b6292479b8ca84a5371c93ad79c037cbb9856391,3dfc43ce6995b91ba5815cbd7f936aa86007e11bc8b05218c62444f9eaa5ef2e,0,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",18,18,RGBA,32,True,0,255,219,0,,,,,
PORT,mob_effect/vis_exhaust.png,EXTRA,ADAPTED_OR_NEW,P1,6e888de570dd24b6def067367e9b94a15f645c33,db8d8ac8c8678371ddcd935d826a491e2a541a086bcddef0309f763b61597197,0,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",18,18,RGBA,32,True,0,255,204,0,,,,,
PORT,mob_effect/warp_ward.png,EXTRA,ADAPTED_OR_NEW,P1,051808acb6d509a8f73596330855f514223fddf6,e1fd466f0de5ca4091e878b79068bd4e8b58957af0f98455db9032af52aee735,0,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",18,18,RGBA,32,True,0,255,200,16,,,,,
PORT,models/Bore.png,MATCH,EXACT_TC4_COPY,P1,d96fbecf967f66b46f7f6a2058ebacfbe9334882,d1527e8c995e3e576a37200bc334e77f35f628515a678565d811fb618e7ed71f,1,textures/models/Bore.png,Byte-exact copy of an original TC4 asset.,256,128,RGBA,32,True,0,255,22156,171,,,,,
PORT,models/Thaumaturge_eyes.png,MATCH,EXACT_TC4_COPY,P1,1a1161640c3addc20e1d95f8807688b31b299567,a1ccad551e690747a34f49b2ca067e97a3e0fc5d8327e2d932c1e5ccf7632a1f,1,textures/models/Thaumaturge_eyes.png,Byte-exact copy of an original TC4 asset.,128,64,RGBA,32,True,0,255,8160,0,,,,,
PORT,models/alch_furnace.png,MATCH,EXACT_TC4_COPY,P1,9633e80d51137a58f5cb82dc467a998078b388c8,464eff7c75e3bdf2702c16dc7d4fe6e0ffab31076be0de90e6139504af272bbb,1,textures/models/alch_furnace.png,Byte-exact copy of an original TC4 asset.,128,128,RGBA,32,True,0,255,11807,0,,,,,
PORT,models/alch_furnace_on.png,MATCH,EXACT_TC4_COPY,P1,604fc402ad16d3ae5e99db8e623c5b7a7d4c935a,19335a106fef76b6d380cb8df7c1dbfb971b6933b6a48968104b3fda0b790524,1,textures/models/alch_furnace_on.png,Byte-exact copy of an original TC4 asset.,128,128,RGBA,32,True,0,255,11825,0,,,,,
PORT,models/alch_furnace_tank.png,MATCH,EXACT_TC4_COPY,P1,6659673610d1219eb429bb78d678bfc8453d5afb,258704341632a9a823c7b4244f2fd048071798417c97ca163345b87e72124b7c,1,textures/models/alch_furnace_tank.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,756,0,,,,,
PORT,models/alch_furnace_tank_on.png,MATCH,EXACT_TC4_COPY,P1,113e0642f205ec2b641b1302776f28a300b1c93d,c489404893650a3fc73db99e9e6648c4d4b842c25783c12a53b70c0fec08748a,1,textures/models/alch_furnace_tank_on.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,764,0,,,,,
PORT,models/alembic.png,MATCH,EXACT_TC4_COPY,P1,77feb049507d455458372640c232379cc1f55e61,089cdb66da194b3e1dc37b6ab042ab3968a564c7371f0dca27d5500ded81ab0b,1,textures/models/alembic.png,Byte-exact copy of an original TC4 asset.,64,64,RGBA,32,True,0,255,2041,8,,,,,
PORT,models/banner_blank.png,MATCH,EXACT_TC4_COPY,P1,264a832afa8ef373e3dce86582a09f368193f38a,085a71f4513a14456011abca61b99b66c48b9a2233b7d5ca1e5926a80196f807,2,textures/models/banner_blank.png,Byte-exact copy of an original TC4 asset.,256,128,RGBA,32,True,0,255,27624,0,,,,,
PORT,models/banner_cultist.png,MATCH,EXACT_TC4_COPY,P1,124668c8053244825d8d082fd5ec40f8141ed507,538cfd5fb5dfd373018dae472480bf3f1f8b773b02cf840fd236f8d518b444f2,2,textures/models/banner_cultist.png,Byte-exact copy of an original TC4 asset.,256,128,RGBA,32,True,0,255,27624,0,,,,,
PORT,models/bellows.png,MATCH,EXACT_TC4_COPY,P1,4ce9cffc25942c1eb5ad83f21d5e916d6472bbd7,fe822f07c4f535bb4645ee10205f1e7863a1ab0cb3866566334665b0fdf02ebf,1,textures/models/bellows.png,Byte-exact copy of an original TC4 asset.,128,64,RGBA,32,True,0,255,5024,0,,,,,
PORT,models/bootstraveler.png,MATCH,EXACT_TC4_COPY,P1,4821a3f0b68c3fc73592145835ab6406728733c4,47198419b7cd431170e360a484911fa8fa23827bcad65c7b39a8ecf4edf289da,1,textures/models/bootstraveler.png,Byte-exact copy of an original TC4 asset.,64,32,RGBA,32,True,0,255,1917,3,,,,,
PORT,models/brain2.png,MATCH,EXACT_TC4_COPY,P1,e34662e865afc67b3435cfdac27c839bd810b924,8faca60501c3582bbb2a16c1f7dc9a62f4177c7ca2857e87dd85e07f8fc616c7,1,textures/models/brain2.png,Byte-exact copy of an original TC4 asset.,256,128,RGBA,32,True,0,255,24994,1118,,,,,
PORT,models/bucket.png,MATCH,EXACT_TC4_COPY,P1,cc65803edcd0391889ce271e2e5fba73cc2202c0,bf4123a7d9fcc4fba6253e7cefe464ec30038b080e5cef9bfd0edb5537893d72,1,textures/models/bucket.png,Byte-exact copy of an original TC4 asset.,32,32,RGBA,32,True,0,255,597,2,,,,,
PORT,models/bzombie.png,MATCH,EXACT_TC4_COPY,P1,6c95e8fcaee1f8bb27cf842d8b17d3f4702e9f00,802e3a399b6bd9466fb2282605a081635dd8e4fe2328604ee53ee94c90ac92c7,1,textures/models/bzombie.png,Byte-exact copy of an original TC4 asset.,64,64,RGB,24,False,255,255,0,0,,,,,
PORT,models/bzombievil.png,MATCH,EXACT_TC4_COPY,P1,d56ee1a7247a6dccb0dc9e3d1554da264081c97d,3b433736279c8b44b31baf2016142d4211740573b059a04e47cd97c70d4d1f9b,1,textures/models/bzombievil.png,Byte-exact copy of an original TC4 asset.,64,64,RGBA,32,True,0,255,2295,1,,,,,
PORT,models/centrifuge.png,MATCH,EXACT_TC4_COPY,P1,de1edb4d119db12aeedd1f077e20d8ad108c1f8a,780feabc1148f22f0d6d5521960ebb16a4fff46db87736667fbde7af2399f838,3,textures/models/centrifuge.png,Byte-exact copy of an original TC4 asset.,64,32,RGBA,32,True,0,255,1478,0,,,,,
