record_type,port_path,status,classification,priority,sha1,sha256,reference_count,original_paths,notes,width,height,mode,bit_depth_estimate,has_alpha,alpha_min,alpha_max,transparent_pixels,partial_alpha_pixels,parse,frametime,interpolate,explicit_frames,frame_spec
PORT,block/tallow_candle_yellow.png,EXTRA,ADAPTED_OR_NEW,P1,2503179e0ef0341ed076d54cf45af9c9723ac34d,d181db18376e7d79c18961fce3895af334ed63a49004d2fd40fc94aeb43a6a44,4,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,128,RGBA,32,True,0,255,1280,0,,,,,
PORT,block/tallow_candle_yellow.png.mcmeta,MATCH,EXACT_TC4_COPY,P1,700ec13e51f7f22e4230a25c3727513679110317,802acdb8f55f30146d5ed18414b21ba35650d4e550f81825ea104131c12dc4fc,0,textures/blocks/candle.png.mcmeta | textures/blocks/fluxgas.png.mcmeta | textures/blocks/fluxgoo.png.mcmeta | textures/items/eldritch_object_3.png.mcmeta | textures/items/essence.png.mcmeta | textures/items/focus_pech.png.mcmeta | textures/items/focus_portablehole.png.mcmeta | textures/items/shard_balanced.png.mcmeta,Byte-exact copy of an original TC4 asset.,,,,,,,,,,OK,1,False,0,[]
PORT,block/tc4_block_crystal_cluster.png,MATCH,EXACT_TC4_COPY,P1,a818e685daa13d3c16c606bc972610925b7f1cc6,03da91cc2fdaa152fb18240c988041e3b9982e9e1ddbb5365ef476266d15203e,3,textures/blocks/crystal.png,Byte-exact copy of an original TC4 asset.,16,16,RGBA,32,True,183,183,0,256,,,,,
PORT,block/tc4_block_tallow.png,MATCH,EXACT_TC4_COPY,P1,85f4f441d2eb4352b27e6ff6526e2687bcb633b9,d62653e4f757b026164241dfab4c9bdce71de01912d0713cf6365e19169b8c97,3,textures/blocks/tallowblock.png,Byte-exact copy of an original TC4 asset.,16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tc4_block_tallow_top.png,MATCH,EXACT_TC4_COPY,P1,03067d7f63da0276d54ccf3255292427aa79f869,dcea703814d4174e98184b311ac0cc56195f302c0d1f8eb921209ec48e216e2c,2,textures/blocks/tallowblock_top.png,Byte-exact copy of an original TC4 asset.,16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tc4_block_thaumium.png,MATCH,EXACT_TC4_COPY,P1,bf3ddbf0f9d6e29df8221ddf02095524c396d1c4,4aa8cb2fd64d673d95857f212dc0ddd50ab98181165b6efd14b5ffbd383bde89,3,textures/blocks/thaumiumblock.png,Byte-exact copy of an original TC4 asset.,16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_cable.png,EXTRA,ADAPTED_OR_NEW,P1,23df68fbfcfb99761571d24caea1cc3d318a6a79,370f64e537a33682a85644c8c9b9156f3ebf83875a4b9c05f448ab2fb6c895bb,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_cactus.png,EXTRA,ADAPTED_OR_NEW,P1,8c7f8a3fd4aaedcd74e285ea95b494463bd95798,0f403c2e306c7d0f2b19efd409ec26565b72e361ba64f09c3b7882601cb80752,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGBA,32,True,0,255,24,0,,,,,
PORT,block/tce_charger.png,EXTRA,ADAPTED_OR_NEW,P1,c3495b1c43cf3732249552df12c391343aaa31cd,ffe07d3368346730792eab349e3c65fea75bc63872e5e1cb9d4c929dd5f2952e,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_clear_glass.png,EXTRA,ADAPTED_OR_NEW,P1,b3f7df0a6f2ae41406098583a3c8152ba497afb7,c045cb0818c53c1ab4d531c9f7d3e85a063ea4dffcc8f671c3c01d0fbcd14146,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGBA,32,False,255,255,0,0,,,,,
PORT,block/tce_color_block.png,EXTRA,ADAPTED_OR_NEW,P1,b3f7df0a6f2ae41406098583a3c8152ba497afb7,c045cb0818c53c1ab4d531c9f7d3e85a063ea4dffcc8f671c3c01d0fbcd14146,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGBA,32,False,255,255,0,0,,,,,
PORT,block/tce_dark_infuser.png,EXTRA,ADAPTED_OR_NEW,P1,23df68fbfcfb99761571d24caea1cc3d318a6a79,370f64e537a33682a85644c8c9b9156f3ebf83875a4b9c05f448ab2fb6c895bb,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_dark_silverwood.png,EXTRA,ADAPTED_OR_NEW,P1,287c6a838fbba201251e33ed728e697ca40df3c9,d4d50768aa5e2d489e5b924d18584dffcab60425dbd057dde5c5060443371625,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_dark_silverwood_planks.png,EXTRA,ADAPTED_OR_NEW,P1,263d4678bc4b67155d05caa9e22427b787f0d1b7,caf66e049d762bd3d8070a8b5c7c398f87fce15f381a6a74b48eafdbfefcf050,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_exchanger.png,EXTRA,ADAPTED_OR_NEW,P1,253e4ff1e61533a2f6e1719cf1739b11e0ca59af,a58c5160737fe6410bcfb17a7baf9283ae1583d7eb728ebaf72220bbf58862a0,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_hidden_warded.png,EXTRA,ADAPTED_OR_NEW,P1,c415f4b0facb192d6785e37abaa1669a45af1a20,6495de15d3e74f9d925bdc931bcc995cb26bbf440a677c2d517cc2dbdc48016a,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_ignis_fuel_block.png,EXTRA,ADAPTED_OR_NEW,P1,5e209ae76e180f96befc9a6d4bac0ae823660197,2b9de0c0da6d96cbaa9a1c256e2c89ecae093d34bdd6ff93034dd1cde38f3145,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_infusion_info.png,EXTRA,ADAPTED_OR_NEW,P1,c3495b1c43cf3732249552df12c391343aaa31cd,ffe07d3368346730792eab349e3c65fea75bc63872e5e1cb9d4c929dd5f2952e,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_lava_block.png,EXTRA,ADAPTED_OR_NEW,P1,12c2e4f9ccf18895332faa11c557c69c9d98ff71,2de5a73a9b56877f3b00dcb742ea890cafe4004fb0a22e3daa0c54bc316a2626,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_magic_charger.png,EXTRA,ADAPTED_OR_NEW,P1,ac61f9e23bf348a86332702db7fc73c2106f7c64,86b41a583e3dd73782f471ce84e5fffdb19740490cf6568c94b9aa08901166f0,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_magic_generator.png,EXTRA,ADAPTED_OR_NEW,P1,253e4ff1e61533a2f6e1719cf1739b11e0ca59af,a58c5160737fe6410bcfb17a7baf9283ae1583d7eb728ebaf72220bbf58862a0,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_magic_solar_panel.png,EXTRA,ADAPTED_OR_NEW,P1,d08fa72195e629b8985f3759311377155600016e,3a733fa000c5899f4fb8fcd7e5a25ac657d9d86c28378da444b951e4bb21c1df,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_open_warded.png,EXTRA,ADAPTED_OR_NEW,P1,c415f4b0facb192d6785e37abaa1669a45af1a20,6495de15d3e74f9d925bdc931bcc995cb26bbf440a677c2d517cc2dbdc48016a,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_teleporter.png,EXTRA,ADAPTED_OR_NEW,P1,284fa0daf90f6c10bb577f19036b0999233ab3d8,0f18843d65e280ee2678d74cac266e21ad6f3880b82666dab9076d2252fe9462,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_tesla.png,EXTRA,ADAPTED_OR_NEW,P1,1058836c08aac164ef55f460728d0e7661278a14,fa9ea6ca488986e1d89e7997694bfeaece5aa975418370281479f707c338ec70,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",32,32,RGBA,32,False,255,255,0,0,,,,,
PORT,block/tce_warded_carpet.png,EXTRA,ADAPTED_OR_NEW,P1,4a500b1b91e838b3f81af5f219129073316cad63,29551d41ff0bb8bb63a3958423ade482bd37f699fb328855e54c724b8046f7dc,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_warded_cover.png,EXTRA,ADAPTED_OR_NEW,P1,4a500b1b91e838b3f81af5f219129073316cad63,29551d41ff0bb8bb63a3958423ade482bd37f699fb328855e54c724b8046f7dc,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_warded_glass.png,EXTRA,ADAPTED_OR_NEW,P1,0d59ef8caca9a886b8d526df3dbcf0db38b2b0c6,8a75ea46a92fd66b7dfb0f7e4169f382c5ede983ffeecd2617cb4a32fb03079e,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,P,8,True,0,255,196,0,,,,,
PORT,block/tce_warded_pillar.png,EXTRA,ADAPTED_OR_NEW,P1,4a500b1b91e838b3f81af5f219129073316cad63,29551d41ff0bb8bb63a3958423ade482bd37f699fb328855e54c724b8046f7dc,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_warded_slab.png,EXTRA,ADAPTED_OR_NEW,P1,d9516b78e1f53b16622836ef880a1e3f201e2289,7edbd4ada96a7ca9d5167209af0f5b8292d97df1ca3ff9bacf9618af124a81b4,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tce_warded_wall.png,EXTRA,ADAPTED_OR_NEW,P1,7ad27ec2751e68883a2758dcac596e92da563de8,d8b180cb9bed95aa8301430376586df9180b383e64125d1b6f419496331b2595,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/temporary_hole.png,EXTRA,ADAPTED_OR_NEW,P1,60c9e6760d54ad01113f0e6dd22c13a578602217,40d01d78bc17807145ab52427a522d3b9cd1c3013234f67635388c424a63584b,2,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGBA,32,True,24,48,0,256,,,,,
PORT,block/terra_crystal.png,EXTRA,ADAPTED_OR_NEW,P1,d131841a139937f1af89f780e1ebf0ddbb6c7925,dfff551468df9e88a57879024ce0638f2012e5dd6080ffa9770dbabe6e33efd0,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGBA,32,True,183,183,0,256,,,,,
PORT,block/thaumatorium.png,MATCH,EXACT_TC4_COPY,P1,192d5e5c94411ca1a533a05d8ce0556e5c5481a8,99d93f4added9bd6d41280c9000a74a2ee17da017e9acd06ab6576e93dc665c8,5,textures/models/thaumatorium.png,Byte-exact copy of an original TC4 asset.,64,64,RGB,24,False,255,255,0,0,,,,,
PORT,block/thaumic_crafting_cpu.png,EXTRA,ADAPTED_OR_NEW,P1,a27be226f43e0bbcce8aaff14aef47bdc438abe9,c62bd2aa8c9b82eff57158656bb5f76ee2563d5b6e45b5453f04bb238bba9118,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",32,32,RGBA,32,True,150,255,0,168,,,,,
PORT,block/thaumic_energy_acceptor.png,EXTRA,ADAPTED_OR_NEW,P1,c84b9d1d500abfa88b712d1521e04e0588a83b10,a3f04ece5f4e30763991ef212f07356c207ffc71c5c988d7188e8ef12251a3c6,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",32,32,RGBA,32,False,255,255,0,0,,,,,
PORT,block/thaumic_me_cable.png,EXTRA,ADAPTED_OR_NEW,P1,041eb8d9bcf4d564fc8ae48c4cf0eb6c8a8c0769,83a6b82295a410bc12ed7d4328d59d6f0d9232d2ab065b7b9cd2d3325a1cc226,11,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",32,32,RGBA,32,True,240,255,0,25,,,,,
PORT,block/thaumic_me_controller.png,EXTRA,ADAPTED_OR_NEW,P1,d4857a0eba6528983d027ecae383ee0cfb0fad5e,baf472a9eaa6936afad41f2ab768af7bf069315560fdec35951c58c81e797db7,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",32,32,RGBA,32,True,230,255,0,37,,,,,
PORT,block/thaumometer_original_model.png,MATCH,EXACT_TC4_COPY,P0,63b8d746b473808b48a78abd3812605924176b72,e9a8e15d7b1cf347d6239f9d236bfd15b5e41d642000dde3278792055e6a917e,0,textures/models/scanner.png,Byte-exact copy of an original TC4 asset.,256,256,RGBA,32,True,0,255,48607,0,,,,,
PORT,block/transvector_interface.png,EXTRA,ADAPTED_OR_NEW,P1,2f57c648af3660efc9434f9b3a462020f29c6c77,ba210817de77f4162f18e7c958f69a2c5d1b0fdce1e1068f43c4d1585c7691a4,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,192,RGBA,32,False,255,255,0,0,,,,,
PORT,block/tt_animation_tablet.png,EXTRA,ADAPTED_OR_NEW,P1,a6569a2b46d7c709c93fa1c0a3de0b7424f66af4,22f4c500c8885deeaf98882ccbe49f030b5e82570282c1fb32ab30898d4194e0,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGBA,32,False,255,255,0,0,,,,,
PORT,block/tt_aspect_analyzer.png,EXTRA,ADAPTED_OR_NEW,P2,48985576a523bbbf97b7831c6248cf83b7394f4f,45be41621a3792150c1ca7c519c71836de690adf24cb733ac8eba384d2fb28d0,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tt_bedrock_portal.png,EXTRA,ADAPTED_OR_NEW,P1,a49180b41c5b8f99e6c80c188cdac93298dc0174,878d7c2ba15566bfff8121def172254fbd594d8296c6fe43fb219bac0adc083f,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",32,32,RGBA,32,False,255,255,0,0,,,,,
PORT,block/tt_dark_quartz_block.png,EXTRA,ADAPTED_OR_NEW,P1,5c61975ffaeb6b8654c1b402d317923cab9460e0,9ba3141ee318d0efbdca6b35196d2b5c66cdbdb2fb6ed4bf6eb2a50c262690a8,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGBA,32,False,255,255,0,0,,,,,
PORT,block/tt_enchanter.png,EXTRA,ADAPTED_OR_NEW,P1,b2a9a705806d0bb8543c31c3a297110b80d7896e,ba4c2d586976f5543e135b1dcba9e65b9a52ba20ed5a9282ab2bbca2a1d07786,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",256,256,RGBA,32,True,0,255,43606,410,,,,,
PORT,block/tt_fire_air.png,EXTRA,ADAPTED_OR_NEW,P1,7ebe95ce85996329f75b4ea135cb11ab15e24e27,31cf8e103762fe86a6efb6bf47dfb31cc2de08441a867c8ea1d0d6df3c304978,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,512,RGBA,32,True,0,255,3700,0,,,,,
PORT,block/tt_fire_air.png.mcmeta,EXTRA,ADAPTED_OR_NEW,P1,9a1bb44e3105889b4d155e06c0b7e8c14f8449e8,658d67c1b3206e23a401d04ec196512b72702b7b8c6fa0200c6c66250529bbbb,0,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",,,,,,,,,,OK,1,False,32,"[16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]"
PORT,block/tt_fire_chaos.png,EXTRA,ADAPTED_OR_NEW,P1,132e082002504972edfcedc35f1e4330b13583ef,e21a3c375f9295f9abb0d3cb7c9abc115b335864d2d93db8b289f475505f9dc1,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,512,RGBA,32,True,0,255,3700,0,,,,,
PORT,block/tt_fire_chaos.png.mcmeta,EXTRA,ADAPTED_OR_NEW,P1,9a1bb44e3105889b4d155e06c0b7e8c14f8449e8,658d67c1b3206e23a401d04ec196512b72702b7b8c6fa0200c6c66250529bbbb,0,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",,,,,,,,,,OK,1,False,32,"[16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]"
PORT,block/tt_fire_earth.png,EXTRA,ADAPTED_OR_NEW,P1,67bc57a90f3d0250207c5bf75738712ba1b21ac7,4e0fe98e24cba0b38c162307c430ebdede002fde2c88542d62d804002e30fcad,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,512,RGBA,32,True,0,255,3700,0,,,,,
PORT,block/tt_fire_earth.png.mcmeta,EXTRA,ADAPTED_OR_NEW,P1,9a1bb44e3105889b4d155e06c0b7e8c14f8449e8,658d67c1b3206e23a401d04ec196512b72702b7b8c6fa0200c6c66250529bbbb,0,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",,,,,,,,,,OK,1,False,32,"[16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]"
PORT,block/tt_fire_order.png,EXTRA,ADAPTED_OR_NEW,P1,4444c3a0ce742755d6407d1da52e0cc1839bb629,aee8a84b732308acb6aecc6a50a944f2863ba04da7d22b1398763f36c214518f,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,512,RGBA,32,True,0,255,3700,0,,,,,
PORT,block/tt_fire_order.png.mcmeta,EXTRA,ADAPTED_OR_NEW,P1,9a1bb44e3105889b4d155e06c0b7e8c14f8449e8,658d67c1b3206e23a401d04ec196512b72702b7b8c6fa0200c6c66250529bbbb,0,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",,,,,,,,,,OK,1,False,32,"[16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]"
PORT,block/tt_fire_water.png,EXTRA,ADAPTED_OR_NEW,P1,a977a5473657d2279bf4a9e651aba0bcf1559ce0,118bfc654e624e48eaa73bd9732ec907ec92e2ff31713d3cbe8a56d75e42a89b,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,512,RGBA,32,True,0,255,3700,0,,,,,
PORT,block/tt_fire_water.png.mcmeta,EXTRA,ADAPTED_OR_NEW,P1,9a1bb44e3105889b4d155e06c0b7e8c14f8449e8,658d67c1b3206e23a401d04ec196512b72702b7b8c6fa0200c6c66250529bbbb,0,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",,,,,,,,,,OK,1,False,32,"[16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]"
PORT,block/tt_forcefield.png,EXTRA,ADAPTED_OR_NEW,P1,54c0e0c63e200d8d0ad531bc43f131e046b3fb00,c089da85db7f9562baba493debb9bcd1100ff12d17485c4ea3191bb26360ae24,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",32,32,RGBA,32,False,255,255,0,0,,,,,
PORT,block/tt_funnel.png,EXTRA,ADAPTED_OR_NEW,P1,2be3eb4ff989cd2522f50e087eede084fbf8ff94,da7f1b0dbb16e7e3da0a1ba333c8a5db84b35f76dd63f9674700e0d71a6bec89,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGBA,32,True,0,255,36,0,,,,,
PORT,block/tt_gaseous_light.png,EXTRA,ADAPTED_OR_NEW,P1,9042217ea7880fe45a8ff3e3e1637ea804203df6,6afcb7c9c020a294bd93c30af01f0e3617fbb2c124ee75be8d3f30a958eb49c1,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,P,8,True,0,255,170,0,,,,,
PORT,block/tt_gaseous_shadow.png,EXTRA,ADAPTED_OR_NEW,P1,236d04681cae15ba569eb50a3a0a123306148332,184f1fb8612118040a3d058317624cf99c90a5b540059ac45bece6d1aa344730,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,P,8,True,0,255,170,0,,,,,
PORT,block/tt_golem_connector.png,EXTRA,ADAPTED_OR_NEW,P1,4e5a3564d3c9bee76489283f077737633bdf4116,e2e057f1b5f198dce637baa8ff8f33dea6fe7bfd42e4f51684c7f8dcad5aaaa3,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tt_infused_farmland.png,EXTRA,ADAPTED_OR_NEW,P1,78589896c4c4254e38c17509918148007ae7c76f,ac5fb8b7e674bd26a6b89fc180f4d0fe015aaaa64f4fb51ace7f2fb4e1dcb05a,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,P,8,False,255,255,0,0,,,,,
PORT,block/tt_mob_magnet.png,EXTRA,ADAPTED_OR_NEW,P1,c99ad4d5cea4005f18aabbab4e506d61fe3bd91c,7dd772762a61c4b4c693c8311908b4ccf05219e04a2fae33d300a8a0f43b791c,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",64,64,RGBA,32,True,0,255,3148,0,,,,,
PORT,block/tt_mobilizer.png,EXTRA,ADAPTED_OR_NEW,P1,a6569a2b46d7c709c93fa1c0a3de0b7424f66af4,22f4c500c8885deeaf98882ccbe49f030b5e82570282c1fb32ab30898d4194e0,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGBA,32,False,255,255,0,0,,,,,
PORT,block/tt_mobilizer_relay.png,EXTRA,ADAPTED_OR_NEW,P1,a6569a2b46d7c709c93fa1c0a3de0b7424f66af4,22f4c500c8885deeaf98882ccbe49f030b5e82570282c1fb32ab30898d4194e0,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGBA,32,False,255,255,0,0,,,,,
PORT,block/tt_nitor_gas.png,EXTRA,ADAPTED_OR_NEW,P1,eb5efe0803c395df2847d135261e0db29b2bacd7,5d71506cd43151d68465220866a6845b7123a23796d48c5d4ce18c0706fcf322,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,P,8,True,0,255,114,0,,,,,
PORT,block/tt_remote_placer.png,EXTRA,ADAPTED_OR_NEW,P1,23f0647d9dbbced327dce8af7ed4780f13c2d0fc,0fed5ae1313da8c050b1de571ed3f262dc07d11629f567c0e913f75c9cb848d6,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGB,24,False,255,255,0,0,,,,,
PORT,block/tt_repairer.png,EXTRA,ADAPTED_OR_NEW,P1,15b4a573199a4eaee58c1c964f734ffc36d71aa3,13db662fe3fd791d239b22dc6f497be78e8e8a194b7cfd722f65a4929ebae5df,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",64,64,RGBA,32,True,0,255,1924,1264,,,,,
PORT,block/tt_summon_tablet.png,EXTRA,ADAPTED_OR_NEW,P1,91ee009c253b16c0cf072117c28e42d7683ec2a3,3ef23fe2e38dfdf3cb7150070b6ab5663df8592743ad601b384675fa283a3aa8,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",32,32,RGBA,32,False,255,255,0,0,,,,,
PORT,block/tt_transvector_dislocator.png,EXTRA,ADAPTED_OR_NEW,P1,6613869f65553849f8914f33ce96368c721631a4,b3a7810234766b9ad8dbe9f75f5a4c85d3934a16ab4a701cc9ef043d9e69f996,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",32,32,RGBA,32,False,255,255,0,0,,,,,
PORT,block/tt_warp_gate.png,EXTRA,ADAPTED_OR_NEW,P1,18436980988c7e87cacf150dbb0276e4a5984d0f,5709aaf9f6476871f4df8ba0ca7d0c0c0facf3bd693d4f638618bd708af99225,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",16,16,RGBA,32,True,0,255,28,0,,,,,
PORT,block/vis_interface.png,EXTRA,ADAPTED_OR_NEW,P1,e6b5ab4603639911c05c7e59b3b7ca30ce2f382a,86199cec381bd20a6d50babacf6c5cf583dbb043ce2a42ff85ae0e56acaeab5d,3,,"No byte-identical TC4 core asset; may be a modern adaptation, generated asset, migration/add-on resource, or a true visual deviation.",32,576,RGBA,32,True,0,255,13824,0,,,,,
